State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date,Station Type
PR,CAROLINA MUNICIPAL POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-04-03 00:00:00,State
PR,CAROLINA MUNICIPAL POLICE DEPT,2320-01-097-0249,"TRUCK,TANK",1,Each,396130,Q,3,2018-01-30 00:00:00,State
PR,CAROLINA MUNICIPAL POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",1,Each,1242.68,D,1,2015-11-20 00:00:00,State
PR,CATANO MUNICIPAL POLICE,2320-01-371-9577,"TRUCK,UTILITY",1,Each,47023,Q,6,2015-03-06 00:00:00,State
PR,CATANO MUNICIPAL POLICE,2320-01-380-8604,"TRUCK,UTILITY",1,Each,89900,C,1,2015-06-26 00:00:00,State
PR,CATANO MUNICIPAL POLICE,2320-01-371-9577,"TRUCK,UTILITY",1,Each,47023,Q,6,2015-03-06 00:00:00,State
PR,CATANO MUNICIPAL POLICE,2320-DS-TRU-CKDC,"TRUCKS AND TRUCK TRACTORS, DEMIL C",1,Each,105000,C,,2015-04-06 00:00:00,State
PR,CEIBA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-16 00:00:00,State
PR,CEIBA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-27 00:00:00,State
PR,COMERIO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2015-04-06 00:00:00,State
PR,COMERIO POLICE DEPT,2320-00-926-0873,"TRUCK,CARGO",1,Each,56832,F,1,2015-04-30 00:00:00,State
PR,COROZAL POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-12-19 00:00:00,State
PR,COROZAL POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2015-05-06 00:00:00,State
PR,COROZAL POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2015-01-07 00:00:00,State
PR,COROZAL POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-12-19 00:00:00,State
PR,COROZAL POLICE DEPT,2320-DS-TRU-CKDC,"TRUCKS AND TRUCK TRACTORS, DEMIL C",1,Each,95000,C,,2015-04-14 00:00:00,State
PR,COROZAL POLICE DEPT,7010-01-522-2005,"COMPUTER SYSTEM,DIGITAL",4,Each,5200,D,1,2014-12-19 00:00:00,State
PR,COROZAL POLICE DEPT,7010-01-522-2005,"COMPUTER SYSTEM,DIGITAL",3,Each,5200,D,1,2015-01-07 00:00:00,State
PR,DEPT OF MUNICIPAL POLICE SALINAS,2320-01-146-7193,"TRUCK,UTILITY",1,Each,41447,C,1,2011-11-01 00:00:00,State
PR,DEPT OF MUNICIPAL POLICE SALINAS,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-10-18 00:00:00,State
PR,DEPT OF MUNICIPAL POLICE SALINAS,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-09-30 00:00:00,State
PR,DEPT OF MUNICIPAL POLICE SALINAS,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-10-18 00:00:00,State
PR,DEPT OF MUNICIPAL POLICE SALINAS,2320-01-146-7193,"TRUCK,UTILITY",1,Each,41447,C,1,2011-09-30 00:00:00,State
PR,DEPT OF MUNICIPAL POLICE SALINAS,2320-01-146-7193,"TRUCK,UTILITY",1,Each,41447,C,1,2011-09-30 00:00:00,State
PR,DORADO PD,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-06-05 00:00:00,State
PR,DP MUNICIPAL DE MAYAGUEZ,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2013-03-05 00:00:00,State
PR,DP MUNICIPAL DE MAYAGUEZ,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2013-02-21 00:00:00,State
PR,FAJARDO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-27 00:00:00,State
PR,FAJARDO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-27 00:00:00,State
PR,FAJARDO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-04-10 00:00:00,State
PR,FAJARDO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-04-10 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-02-28 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-01-20 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-107-7156,"TRUCK,UTILITY",1,Each,43376,Q,6,2011-12-15 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-15 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-15 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-12-15 00:00:00,State
PR,GOBIERNO DE QUEBRADILLAS/POLICIA,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-02-28 00:00:00,State
PR,GUANICA POLICE DEPT,1240-01-297-8167,"TELESCOPE,ARTICULATED",2,Each,129.5,D,1,2016-06-22 00:00:00,State
PR,GUANICA POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",2,Each,321,D,1,2016-05-23 00:00:00,State
PR,GUANICA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-08-16 00:00:00,State
PR,GUANICA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-08-16 00:00:00,State
PR,GUANICA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-11-29 00:00:00,State
PR,GUAYAMA CITY POLICE,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-21 00:00:00,State
PR,GUAYAMA CITY POLICE,2320-01-107-7153,"TRUCK,UTILITY",1,Each,63894,C,1,2012-03-06 00:00:00,State
PR,GUAYAMA CITY POLICE,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-21 00:00:00,State
PR,GUAYAMA CITY POLICE,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-01-12 00:00:00,State
PR,GUAYAMA CITY POLICE,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-01 00:00:00,State
PR,GUAYAMA CITY POLICE,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-01 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2330-01-387-5426,"TRAILER,CARGO",1,Each,8954,A,1,2019-11-07 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-05-15 00:00:00,State
PR,GUAYANILLA POLICE DEPT,5140-DS-CAB-INE0,"CABINET, TOOL",1,Each,500,A,,2019-10-02 00:00:00,State
PR,GUAYANILLA POLICE DEPT,6115-01-565-1576,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,Each,20415,A,1,2019-10-02 00:00:00,State
PR,GUAYANILLA POLICE DEPT,4910-DS-PRE-SSUR,PRESSURE WASHER,1,Each,1439,A,,2019-11-07 00:00:00,State
PR,GUAYANILLA POLICE DEPT,5180-01-483-0249,"TOOL KIT,GENERAL MECHANICS",1,Set,1780,A,1,2019-11-07 00:00:00,State
PR,GUAYANILLA POLICE DEPT,6115-01-285-3012,"GENERATOR SET,DIESEL ENGINE",2,Each,9922.25,A,7,2019-11-07 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-10-18 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-10-25 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-10-18 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-10-31 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-10-18 00:00:00,State
PR,GUAYANILLA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-05-15 00:00:00,State
PR,GUAYNABO CITY PD,6920-01-532-0203,LMTS LARGE SUITE   ,1,Each,26945,D,0,2014-03-25 00:00:00,State
PR,GUAYNABO CITY PD,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-04-14 00:00:00,State
PR,GUAYNABO CITY PD,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2014-04-15 00:00:00,State
PR,GUAYNABO CITY PD,8145-00-872-1285,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,632.6,A,1,2019-08-05 00:00:00,State
PR,GUAYNABO CITY PD,2330-01-387-5443,"TRAILER,CARGO",2,Each,8954,A,7,2019-07-15 00:00:00,State
PR,GUAYNABO CITY PD,2320-01-107-7156,"TRUCK,UTILITY",1,Each,43376,Q,6,2014-04-14 00:00:00,State
PR,GUAYNABO CITY PD,2320-01-447-3890,"TRUCK,CARGO",1,Each,184333,Q,6,2019-08-05 00:00:00,State
PR,GUAYNABO CITY PD,2320-01-447-3890,"TRUCK,CARGO",1,Each,184333,Q,6,2019-08-05 00:00:00,State
PR,GUAYNABO CITY PD,6115-01-470-6376,"GENERATOR SET,DIESEL ENGINE,TRAILER MOUNTED",1,Each,38418,A,7,2019-08-02 00:00:00,State
PR,GURABO POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2015-07-15 00:00:00,State
PR,GURABO POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",2,Each,1242.68,D,1,2015-11-05 00:00:00,State
PR,GURABO POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",8,Each,1242.68,D,1,2015-11-05 00:00:00,State
PR,GURABO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2015-06-16 00:00:00,State
PR,HUMACAO POLICE DEPT,5821-00-576-4866,"TRANSMITTER,RADIO",4,Each,2060.32,D,1,2012-03-03 00:00:00,State
PR,HUMACAO POLICE DEPT,6130-01-369-3389,"CHARGER,BATTERY",5,Each,2927.41,Q,3,2012-03-03 00:00:00,State
PR,HUMACAO POLICE DEPT,5985-00-936-0782,"TUNER,ANTENNA      ",1,Each,19496,D,1,2012-03-03 00:00:00,State
PR,HUMACAO POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-29 00:00:00,State
PR,HUMACAO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-23 00:00:00,State
PR,HUMACAO POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-16 00:00:00,State
PR,HUMACAO POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-10-29 00:00:00,State
PR,HUMACAO POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-16 00:00:00,State
PR,ISABELA POLICE DEPT,8470-01-389-3822,"HELMET,COMBAT VEHICLE CREWMANS",4,Each,674.48,D,1,2011-08-03 00:00:00,State
PR,ISABELA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-09-28 00:00:00,State
PR,ISABELA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-11-15 00:00:00,State
PR,ISABELA POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-06-17 00:00:00,State
PR,ISABELA POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-08-16 00:00:00,State
PR,ISABELA POLICE DEPT,2320-01-107-7156,"TRUCK,UTILITY",1,Each,43376,Q,6,2011-11-08 00:00:00,State
PR,JUANA DIAZ PD,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-11-03 00:00:00,State
PR,JUANA DIAZ PD,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2011-11-03 00:00:00,State
PR,JUNCOS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-13 00:00:00,State
PR,JUNCOS POLICE DEPT,2320-01-146-7193,"TRUCK,UTILITY",1,Each,41447,C,1,2011-10-05 00:00:00,State
PR,JUNCOS POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-10-13 00:00:00,State
PR,JUNCOS POLICE DEPT,2320-DS-TRU-CKDC,"TRUCKS AND TRUCK TRACTORS, DEMIL C",1,Each,95000,C,,2015-04-06 00:00:00,State
PR,JUNCOS POLICE DEPT,2320-DS-TRU-CKDC,"TRUCKS AND TRUCK TRACTORS, DEMIL C",1,Each,105000,C,,2015-03-06 00:00:00,State
PR,JUNCOS POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2011-09-28 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-09 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-128-9552,"TRUCK,UTILITY",1,Each,49897,C,1,2012-03-13 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-09 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-146-7193,"TRUCK,UTILITY",1,Each,41447,C,1,2012-04-26 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2013-05-23 00:00:00,State
PR,LAJAS POLICE DEPT,2590-01-541-4620,"PARTS KIT,SPECIALIZED",1,Kit,238.44,B,3,2013-11-20 00:00:00,State
PR,LAJAS POLICE DEPT,4940-01-492-7985,"ELECTRONIC SHOP,SEMITRAILER MOUNTED",1,Each,204826,B,0,2013-09-11 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-107-7156,"TRUCK,UTILITY",1,Each,43376,Q,6,2014-03-17 00:00:00,State
PR,LAJAS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2013-05-08 00:00:00,State
PR,LARES POLICE DEPT,2320-01-128-9552,"TRUCK,UTILITY",1,Each,49897,C,1,2014-12-12 00:00:00,State
PR,LARES POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-13 00:00:00,State
PR,LARES POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-04-19 00:00:00,State
PR,LARES POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-27 00:00:00,State
PR,LARES POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-04-19 00:00:00,State
PR,LARES POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-27 00:00:00,State
PR,LARES POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-03-13 00:00:00,State
PR,LARES POLICE DEPT,7010-01-601-7577,"COMPUTER SYSTEM,DIGITAL",9,Each,1242.68,D,1,2015-11-19 00:00:00,State
PR,LARES POLICE DEPT,2320-01-100-7672,"TRUCK,TANK",1,Each,384130,Q,3,2015-11-24 00:00:00,State
PR,LARES POLICE DEPT,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2012-03-13 00:00:00,State
PR,LAS MARIAS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-09-23 00:00:00,State
PR,LAS MARIAS POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-10-15 00:00:00,State
PR,LAS PIEDRAS MUNICIPAL POLICE,1730-00-734-0712,"TRAILER,LIFT,GROUND HANDLING",1,Each,11000,Q,3,2013-10-18 00:00:00,State
PR,LAS PIEDRAS MUNICIPAL POLICE,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2014-04-15 00:00:00,State
PR,MANATI MUNICIPAL POLICE DEPARTMENT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-02 00:00:00,State
PR,MANATI MUNICIPAL POLICE DEPARTMENT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2012-02-09 00:00:00,State
PR,MAUNABO POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-11-18 00:00:00,State
PR,MAUNABO POLICE DEPT,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-11-18 00:00:00,State
PR,MAUNABO POLICE DEPT,2320-01-128-9552,"TRUCK,UTILITY",1,Each,49897,C,1,2014-11-18 00:00:00,State
PR,MAUNABO POLICE DEPT,2320-01-128-9552,"TRUCK,UTILITY",1,Each,49897,C,1,2014-11-18 00:00:00,State
PR,MUNICIPALITY OF HORMIGUEROS,2320-01-107-7155,"TRUCK,UTILITY",1,Each,41061,Q,6,2014-04-10 00:00:00,State
PR,MUNICIPALITY OF HORMIGUEROS,2320-01-091-1725,"TRUCK,MAINTENANCE",1,Each,85061,C,7,2014-04-15 00:00:00,State
PR,MUNICIPIO DE MARICAO,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2013-12-04 00:00:00,State
PR,MUNICIPIO DE TRUJILLO ALTO,2320-01-107-7156,"TRUCK,UTILITY",1,Each,43376,Q,6,2013-01-29 00:00:00,State
PR,MUNICIPIO DE TRUJILLO ALTO,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2013-05-07 00:00:00,State
PR,MUNICIPIO DE TRUJILLO ALTO,2320-01-128-9551,"TRUCK,UTILITY",1,Each,50458,C,1,2013-05-07 00:00:00,State
PR,MUNICIPIO DE TRUJILLO ALTO,1005-01-465-0401,"HANDLE,GUN CARRYING",4,Each,130.85,D,1,2013-05-14 00:00:00,State
PR,MUNICPIO DE YABUCOA POLICIA MUNICIP,7360-01-483-8617,"KITCHEN,FIELD,TRAILER MOUNTED",1,Each,145000,A,1,2019-02-14 00:00:00,State
PR,MUNICPIO DE YABUCOA POLICIA MUNICIP,8145-01-326-2578,"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1,Each,4278.98,A,1,2019-02-14 00:00:00,State
