State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date,Station Type
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,321,D,1,2014-08-28 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,321,D,1,2014-03-20 00:00:00,State
CT,BEACON FALLS POLICE,5855-01-524-4314,"SIGHT,THERMAL",1,Each,11999,F,7,2016-11-30 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,321,D,1,2014-08-28 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,321,D,1,2014-08-28 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,321,D,1,2014-08-28 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",1,Each,321,D,1,2014-08-28 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-411-1265,"SIGHT,REFLEX",4,Each,321,D,1,2017-02-15 00:00:00,State
CT,BEACON FALLS POLICE,1240-01-551-5762,"SIGHT,REFLEX",1,Each,322,C,1,2018-05-02 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-484-8000,"SIGHT,REAR",1,Each,55.04,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,D,1,1999-05-10 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,D,1,1999-05-10 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,D,1,1999-05-10 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,D,1,1999-05-10 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-484-8000,"SIGHT,REAR",1,Each,55.04,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-484-8000,"SIGHT,REAR",1,Each,55.04,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-484-8000,"SIGHT,REAR",1,Each,55.04,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-484-8000,"SIGHT,REAR",1,Each,55.04,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-484-8000,"SIGHT,REAR",1,Each,55.04,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,D,1,1999-05-10 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-726-5655,"PISTOL,CALIBER .45,AUTOMATIC",1,Each,58.71,D,1,1999-05-10 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,BEACON FALLS POLICE,1005-01-233-8636,"STOCK,GUN,SHOULDER",1,Each,10.76,D,1,2013-05-15 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,BEACON FALLS POLICE,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,2320-01-074-7642,"TRUCK,ARMORED",1,Each,65070,C,1,2003-02-13 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,2540-01-544-2208,BALLISTIC BLANKET  ,2,Each,1670.96,D,1,2014-04-09 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1049,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1049,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-571-1258,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1049,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,5855-01-538-0191,"ILLUMINATOR,INTEGRATED,SMALL ARMS",1,Each,1014,D,1,2016-08-31 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2002-09-19 00:00:00,State
CT,BLOOMFIELD POLICE DEPT,1240-01-504-2221,"RANGE FINDER,LASER",1,Each,20501,D,7,2014-05-02 00:00:00,State
CT,BRIDGEPORT PD,2355-01-581-2392,MINE RESISTANT VEHICLE,1,Each,705421,D,1,2020-04-06 00:00:00,State
CT,BRIDGEPORT PD,2320-01-413-3739,"TRUCK,UTILITY",1,Each,192513,C,1,2018-03-01 00:00:00,State
CT,BRIDGEPORT PD,2320-01-413-3739,"TRUCK,UTILITY",1,Each,192513,C,1,2018-08-30 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,7621,F,1,2012-04-26 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,7621,F,1,2012-04-27 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,7621,F,1,2012-04-26 00:00:00,State
CT,BRISTOL POLICE DEPT,2320-01-074-7642,"TRUCK,ARMORED",1,Each,65070,C,1,1999-02-02 00:00:00,State
CT,BRISTOL POLICE DEPT,2355-01-623-0967,MINE RESISTANT VEHICLE,1,Each,767360,C,1,2019-10-15 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-524-4314,"SIGHT,THERMAL",1,Each,11999,F,7,2016-11-18 00:00:00,State
CT,BRISTOL POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-07-08 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,7621,F,1,2012-04-27 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,7621,F,1,2012-04-27 00:00:00,State
CT,BRISTOL POLICE DEPT,5855-01-228-0939,NIGHT VISION GOGGLE,1,Each,7621,F,1,2012-04-26 00:00:00,State
CT,BRISTOL POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-07-08 00:00:00,State
CT,BRISTOL POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-07-08 00:00:00,State
CT,BRISTOL POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-07-08 00:00:00,State
CT,BRISTOL POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-07-08 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-921-5004,"MAGAZINE,CARTRIDGE",50,Each,13.56,D,1,2009-12-04 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2012-01-30 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2012-01-30 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,BROOKFIELD POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-31 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CITY OF GROTON POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2005-01-10 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,1993-11-03 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,1993-11-03 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,1993-11-18 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,CLINTON POLICE DEPT,1005-00-856-6885,"RIFLE,5.56 MILLIMETER",1,Each,120,D,1,2010-11-17 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-382-6795,"RECEIVER,CARTRIDGE",2,Each,41.04,D,1,2014-11-10 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-424-5899,"SPRING,ASSEMBLY,EXTRACTOR",15,Each,0.82,B,3,2015-09-08 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-452-3527,"ADAPTER RAIL,WEAPON MOUNTED,M4",11,Each,78.34,D,7,2015-01-15 00:00:00,State
CT,COVENTRY POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",4,Each,321,D,1,2015-12-08 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-382-6795,"RECEIVER,CARTRIDGE",1,Each,41.04,D,1,2015-11-23 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-992-7290,"PIN,EXTRACTOR      ",15,Each,1.14,D,1,2015-08-21 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-484-8000,"SIGHT,REAR",2,Each,55.04,D,1,2015-08-21 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-424-5899,"SPRING,ASSEMBLY,EXTRACTOR",16,Each,0.82,B,3,2015-10-01 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-484-8000,"SIGHT,REAR",2,Each,55.04,D,1,2015-02-18 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-484-8000,"SIGHT,REAR",17,Each,55.04,D,1,2014-09-04 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-382-6795,"RECEIVER,CARTRIDGE",4,Each,41.04,D,1,2014-07-29 00:00:00,State
CT,COVENTRY POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",14,Each,321,D,1,2014-11-10 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-233-8529,BARREL AND FRONT SIGHT ASSEMBLY,17,Each,117,D,1,2014-06-18 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2003-11-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-01-382-6795,"RECEIVER,CARTRIDGE",4,Each,41.04,D,1,2014-06-18 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,1999-04-05 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2003-11-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2003-09-29 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2003-09-29 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2003-11-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2003-11-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2003-09-29 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,D,1,2012-01-12 00:00:00,State
CT,COVENTRY POLICE DEPT,1367-01-561-5277,"CAPABILITIES SET,NON-LETHAL",1,Each,12256,B,3,2018-03-13 00:00:00,State
