state,station_name,nsn,item_name,quantity,ui,acquisition_value,demil_code,demil_ic,ship_date,station_type,org_ship_date,file_date,book_name,sheet_name
TX,AUSTIN POLICE DEPT,5860-01-062-3543,"LASER,INFRARED OBS",2,Each,4880,D,1,2010-03-24,,2010-03-24 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-01-452-6771,"ADAPTER RAIL,WEAPON MOUNTED,M5",30,Each,200.02,B,3,2011-09-18,,2011-09-18 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,3120-00-252-2355,"BEARING,PLAIN,ROD END",2,Each,71.03,A,1,2016-10-26,,2016-10-26 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6808,"COLLIMATOR,INFRARED",1,Each,207.92,D,1,2010-04-05,,2010-04-05 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6808,"COLLIMATOR,INFRARED",1,Each,207.92,D,1,2010-04-05,,2010-04-05 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,7125-DS-CAB-INE6,"CABINET, STORAGE",2,Each,455.99,A,,2015-12-02,,2015-12-02 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,7110-DS-POD-IUM0,PODIUM,1,Each,386.71,A,,2015-12-03,,2015-12-03 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6115-01-285-3012,"GENERATOR SET,DIESEL ENGINE",1,Each,9922.25,A,7,2016-05-31,,2016-05-31 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8140-00-960-1699,"CHEST,AMMUNITION",104,Each,11.1,A,1,2015-11-12,,2015-11-12 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1615-00-121-6428,"HOUSING,FREEWHEELIN",1,Each,2743.31,B,3,2016-11-29,,2016-11-29 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5340-00-460-4097,"BRACKET,DOUBLE ANGLE",2,Each,128.77,A,1,2016-01-20,,2016-01-20 00:00:00,2016-12-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-412-6608,"TELESCOPE,STRAIGHT",37,Each,943,D,7,2010-04-10,,2010-04-10 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6130-01-476-0943,POWER SUPPLY ASSEMBLY,16,Each,264.94,B,3,2010-10-02,,2010-10-02 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6810,REAR COVER ASSEMBLY,1,Each,87.93,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6810,REAR COVER ASSEMBLY,1,Each,87.93,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6810,REAR COVER ASSEMBLY,1,Each,87.93,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6815,"DEVICE,PURGE",1,Each,757,D,1,2009-10-25,,2009-10-25 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-149-4101,"CELL ASSEMBLY,OPTICAL INSTRUMENT",2,Each,287.23,D,1,2009-10-23,,2009-10-23 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-380-5102,"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",11,Each,118.92,D,1,2009-11-06,,2009-11-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0938,"HELMET,GROUND TROOPS",22,Each,269.76,D,1,2009-11-14,,2009-11-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0934,"HELMET,GROUND TROOPS'",1,Each,255.36,D,1,2009-11-14,,2009-11-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6344,"HELMET,ADVANCED COMBAT",6,Each,273.4,D,1,2009-11-18,,2009-11-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0939,"HELMET,GROUND TROOPS",17,Each,269.76,D,1,2009-11-18,,2009-11-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-493-5907,THERMAL IMAGING SYSTEM,1,Kit,11254,Q,3,2010-03-18,,2010-03-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-493-5907,THERMAL IMAGING SYSTEM,1,Kit,11254,Q,3,2010-03-18,,2010-03-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8415-01-442-1991,"VEST,SURVIVAL",18,Each,300.28,B,3,2010-03-19,,2010-03-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-00-930-3833,BINOCULAR,2,Each,278.05,D,1,2009-12-02,,2009-12-02 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-361-1318,BINOCULAR,1,Each,328,F,1,2009-12-02,,2009-12-02 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6302,"HELMET,ADVANCED COMBAT",1,Each,273.4,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6365,"HELMET,ADVANCED COMBAT",3,Each,273.4,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6377,"HELMET,ADVANCED COMBAT",4,Each,224.46,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6375,"HELMET,ADVANCED COMBAT",48,Each,224.07,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0938,"HELMET,GROUND TROOPS",6,Each,269.76,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0939,"HELMET,GROUND TROOPS",3,Each,269.76,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6130-01-149-4104,POWER SUPPLY ASSEMBLY,1,Each,251,B,3,2010-02-04,,2010-02-04 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6130-01-149-4104,POWER SUPPLY ASSEMBLY,6,Each,251,B,3,2010-02-04,,2010-02-04 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-523-0070,"HELMET,ADVANCED COMBAT",6,Each,205.29,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-523-0075,"HELMET,ADVANCED COMBAT",2,Each,205.29,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6344,"HELMET,ADVANCED COMBAT",6,Each,273.4,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6329,"HELMET,ADVANCED COMBAT",7,Each,273.4,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-513-6414,"HELMET,ADVANCED COMBAT",2,Each,224.46,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8415-01-308-5360,"HELMET,FLYERS",1,Each,600.1,Q,3,2010-02-16,,2010-02-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6369,"HELMET,ADVANCED COMBAT",44,Each,224.46,D,1,2009-10-17,,2009-10-17 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6329,"HELMET,ADVANCED COMBAT",11,Each,273.4,D,1,2009-10-17,,2009-10-17 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-380-5102,"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",4,Each,118.92,D,1,2009-12-14,,2009-12-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-380-5102,"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",9,Each,118.92,D,1,2009-12-14,,2009-12-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-01-452-6771,"ADAPTER RAIL,WEAPON MOUNTED,M5",30,Each,200.02,B,3,2011-09-18,,2011-09-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5860-01-466-2087,LASER BORESIGHT SYSTEM (LBS),10,Each,538.13,D,1,2011-07-30,,2011-07-30 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5836-01-458-9029,"CAMERA,TELEVISION",1,Each,18040,B,3,2011-01-19,,2011-01-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-477-8738,"IMAGE INTENSIFIER,NIGHT VISION",3,Each,5710,C,1,2011-03-19,,2011-03-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-438-4588,"TRANSMITTER,INFRARED",1,Each,30.99,D,1,2011-06-25,,2011-06-25 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-379-1410,"FILTER,INFRARED LIGHT",100,Each,36.68,D,1,2012-02-04,,2012-02-04 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-416-5085,"IMAGE INTENSIFIER,NIGHT VISION",30,Each,6655.86,C,1,2009-10-16,,2009-10-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-433-3158,"IMAGE INTENSIFIER,NIGHT VISION",30,Each,6392,C,,2010-09-27,,2010-09-27 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0939,"HELMET,GROUND TROOPS",5,Each,269.76,D,1,2009-11-14,,2009-11-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-380-5097,"RING,RETAINING,OPTICAL ELEMENT",40,Each,5.72,B,3,2010-05-05,,2010-05-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8415-01-394-8034,"HELMET,FLYER'S",1,Each,882.91,D,7,2010-04-19,,2010-04-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-523-0071,"HELMET,ADVANCED COMBAT",4,Each,205.29,D,1,2009-11-14,,2009-11-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-465-2170,"ILLUMINATOR,INFRARED",1,Each,8698.97,C,1,2010-10-30,,2010-10-30 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5340-01-446-8588,"BRACKET,MOUNTING",10,Each,40.77,B,3,2010-09-17,,2010-09-17 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-398-4315,"INFRARED EQUIPMENT,SUBASSEMBLY",17,Each,503,D,1,2009-12-16,,2009-12-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-00-930-3833,BINOCULAR,6,Each,278.05,D,1,2009-12-02,,2009-12-02 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6377,"HELMET,ADVANCED COMBAT",5,Each,224.46,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6810,REAR COVER ASSEMBLY,1,Each,87.93,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-00-930-3833,BINOCULAR,1,Each,278.05,D,1,2009-12-02,,2009-12-02 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-523-0068,"HELMET,ADVANCED COMBAT",1,Each,205.29,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-513-6414,"HELMET,ADVANCED COMBAT",4,Each,224.46,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6329,"HELMET,ADVANCED COMBAT",7,Each,273.4,D,1,2009-11-14,,2009-11-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6369,"HELMET,ADVANCED COMBAT",43,Each,224.46,D,1,2009-10-17,,2009-10-17 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6302,"HELMET,ADVANCED COMBAT",1,Each,273.4,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-492-5264,"SIGHT,HOLOGRAPHIC",34,Each,506.8,D,1,2011-08-19,,2011-08-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,9390-01-503-9396,"TAPE,REFLECTIVE",10,Gross,144.07,D,1,2012-04-28,,2012-04-28 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6130-01-149-4104,POWER SUPPLY ASSEMBLY,40,Each,251,B,3,2011-08-02,,2011-08-02 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6375,"HELMET,ADVANCED COMBAT",107,Each,224.07,D,1,2009-10-22,,2009-10-22 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6650-01-151-4217,"TELESCOPE,STRAIGHT",1,Each,327.21,B,3,2010-10-01,,2010-10-01 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-513-6411,"HELMET,ADVANCED COMBAT",2,Each,224.46,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-440-1765,"BATTERY COMPARTMENT,NIGHT VISION VIEWER",3,Each,181.84,Q,3,2009-12-05,,2009-12-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-380-5100,"RING,RETAINING,OPTICAL ELEMENT",8,Each,13.48,B,3,2010-05-05,,2010-05-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-386-7136,"IMAGE INTENSIFIER,NIGHT VISION",2,Each,6624.96,C,,2007-01-16,,2007-01-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0938,"HELMET,GROUND TROOPS",1,Each,269.76,D,1,2009-10-22,,2009-10-22 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-529-6344,"HELMET,ADVANCED COMBAT",4,Each,273.4,D,1,2009-11-18,,2009-11-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6369,"HELMET,ADVANCED COMBAT",106,Each,224.46,D,1,2009-10-22,,2009-10-22 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-01-565-6165,"BRAKE,MUZZLE",13,Each,131.15,D,1,2010-06-10,,2010-06-10 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-523-0071,"HELMET,ADVANCED COMBAT",5,Each,205.29,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6808,"COLLIMATOR,INFRARED",1,Each,211.28,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-493-5907,THERMAL IMAGING SYSTEM,1,Kit,11254,Q,3,2010-03-18,,2010-03-18 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6369,"HELMET,ADVANCED COMBAT",31,Each,224.46,D,1,2009-12-06,,2009-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-386-7136,"IMAGE INTENSIFIER,NIGHT VISION",19,Each,6624.96,C,,2010-04-28,,2010-04-28 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-6369,"HELMET,ADVANCED COMBAT",2,Each,224.46,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8415-01-442-1991,"VEST,SURVIVAL",40,Each,300.28,B,3,2010-04-20,,2010-04-20 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-380-5102,"EYEPIECE ASSEMBLY,OPTICAL INSTRUMENT",10,Each,118.92,D,1,2009-10-23,,2009-10-23 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-8266,HEADSET ASSEMBLY,10,Each,54.72,B,3,2010-04-17,,2010-04-17 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5965-01-572-7829,HEADSET-MICROPHONE,14,Kit,955.96,D,1,2010-12-14,,2010-12-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5860-01-062-3543,"LASER,INFRARED OBS",2,Each,4880,D,1,2010-03-24,,2010-03-24 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-423-0817,MAGNIFIER LENS ASSE,10,Each,398.69,D,1,2010-10-09,,2010-10-09 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6810,REAR COVER ASSEMBLY,1,Each,87.93,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-523-0075,"HELMET,ADVANCED COMBAT",3,Each,205.29,D,1,2009-12-03,,2009-12-03 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1095-01-528-1930,"FIRING DEVICE,NON-LETHAL",9,Each,962,D,1,2011-07-16,,2011-07-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-477-3241,"IMAGE INTENSIFIER,NIGHT VISION",4,Each,3155.36,D,1,2011-12-17,,2011-12-17 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6807,"MOUNT ASSEMBLY,OBJE",1,Each,158.62,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8415-01-394-8035,"HELMET,FLYERS",1,Each,876.03,D,7,2010-04-19,,2010-04-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-246-6808,"COLLIMATOR,INFRARED",1,Each,211.28,D,1,2010-04-05,,2010-04-05 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5860-01-062-3543,"LASER,INFRARED OBS",2,Each,4880,D,1,2010-03-24,,2010-03-24 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8470-01-506-0938,"HELMET,GROUND TROOPS",6,Each,269.76,D,1,2009-11-14,,2009-11-14 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-386-7136,"IMAGE INTENSIFIER,NIGHT VISION",20,Each,6624.96,C,,2010-04-28,,2010-04-28 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,8415-01-394-8036,"HELMET,FLYER'S",1,Each,886.57,B,3,2010-04-19,,2010-04-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,7021-01-533-0197,"COMPUTER,DIGITAL",7,Each,7043.48,D,1,2010-04-19,,2010-04-19 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-551-4525,"MOUNT,VIEWER",20,Each,132,B,3,2010-10-12,,2010-10-12 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6625-01-301-6894,"TEST SET,ELECTRONIC SYSTEMS",1,Each,10424,C,1,2010-10-09,,2010-10-09 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5965-01-444-1216,"ADAPTER,HEADSET",6,Each,28.55,B,3,2010-06-29,,2010-06-29 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-433-3157,"IMAGE INTENSIFIER,NIGHT VISION",1,Each,6392,C,1,2010-08-26,,2010-08-26 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5963-01-532-7248,KVL3000 KEYLOADER,1,Each,2200,B,3,2013-04-12,,2013-04-12 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,6625-01-374-9681,"TEST SET,NIGHT VISION VIEWER",2,Each,28325,B,3,2012-12-06,,2012-12-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-463-4839,"IMAGE CONVERTER,NIGHT VISION",26,Each,760.96,D,7,2013-06-06,,2013-06-06 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2000-09-08,,2000-09-08 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,1999-12-28,,1999-12-28 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2000-09-08,,2000-09-08 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2000-09-08,,2000-09-08 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,1999-12-28,,1999-12-28 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2000-09-08,,2000-09-08 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1005-00-589-1271,"RIFLE,7.62 MILLIMETER",1,Each,138,D,1,2000-09-08,,2000-09-08 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,1794,D,1,2011-02-23,,2011-02-23 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,1794,D,1,2011-02-23,,2011-02-23 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,5855-01-488-6563,"ILLUMINATOR,INFRARED",1,Each,1794,D,1,2011-02-23,,2011-02-23 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
TX,AUSTIN POLICE DEPT,1240-01-411-1265,"SIGHT,REFLEX",1,Each,315,D,1,2010-11-16,,2010-11-16 00:00:00,2017-03-31,all-states,Texas
